"","flybasecg","flybase","pass.min.cells","is.mito","chr","start","end","strand","transcript.length"
"Sk2","CG32484","FBgn0052484",TRUE,FALSE,"3L",3047087,3050159,"+",3073
"CG32485","CG32485","FBgn0052485",TRUE,FALSE,"3L",3050323,3051765,"+",1443
"CG1271","CG1271","FBgn0035392",TRUE,FALSE,"3L",3052514,3054906,"+",2393
"CG16753","CG16753","FBgn0035393",TRUE,FALSE,"3L",3055079,3055842,"+",764
"CG32486","CG32486","FBgn0266918",TRUE,FALSE,"3L",3055908,3070839,"-",14932
"PAN3","CG11486","FBgn0035397",TRUE,FALSE,"3L",3071133,3090406,"+",19274
"snRNA:U5:63BC","CR32908","FBgn0003938",FALSE,FALSE,"3L",3090801,3090923,"+",123
"Cht7","CG1869","FBgn0035398",TRUE,FALSE,"3L",3090985,3106958,"-",15974
"tRNA:Cys-GCA-1-1","CR32288","FBgn0052288",FALSE,FALSE,"3L",3095737,3095808,"+",72
"tRNA:Cys-GCA-1-2","CR32289","FBgn0052289",FALSE,FALSE,"3L",3095991,3096062,"+",72
"tRNA:Cys-GCA-1-3","CR32287","FBgn0052287",FALSE,FALSE,"3L",3096369,3096440,"+",72
"tRNA:Lys-CTT-1-12","CR32285","FBgn0052285",TRUE,FALSE,"3L",3096604,3096676,"+",73
"tRNA:Lys-CTT-1-13","CR32272","FBgn0052272",FALSE,FALSE,"3L",3096891,3096963,"-",73
"tRNA:Cys-GCA-1-4","CR32286","FBgn0052286",FALSE,FALSE,"3L",3097519,3097590,"+",72
"CG45066","CG45066","FBgn0266436",TRUE,FALSE,"3L",3110128,3111227,"-",1100
"CG45067","CG45067","FBgn0266437",TRUE,FALSE,"3L",3111233,3114467,"-",3235
"promL","CG7740","FBgn0026189",TRUE,FALSE,"3L",3114450,3127724,"-",13275
"tRNA:Met-CAT-2-1","CR32273","FBgn0052273",FALSE,FALSE,"3L",3121942,3122014,"-",73
"CG11537","CG11537","FBgn0035400",TRUE,FALSE,"3L",3128034,3143457,"-",15424
"lncRNA:CR45819","CR45819","FBgn0267469",FALSE,FALSE,"3L",3137599,3138012,"+",414
"Alg2","CG1291","FBgn0035401",TRUE,FALSE,"3L",3143808,3145284,"+",1477
"Usp5","CG12082","FBgn0035402",TRUE,FALSE,"3L",3145405,3148358,"-",2954
"BtbVII","CG43365","FBgn0263108",TRUE,FALSE,"3L",3148646,3158408,"+",9763
"ND-30","CG12079","FBgn0266582",TRUE,FALSE,"3L",3158485,3159578,"-",1094
"CG15812","CG15812","FBgn0035405",TRUE,FALSE,"3L",3159991,3162019,"+",2029
"rasp","CG11495","FBgn0024194",TRUE,FALSE,"3L",3162180,3163852,"+",1673
"Asciz","CG14962","FBgn0035407",TRUE,FALSE,"3L",3163786,3166250,"-",2465
"CG32280","CG32280","FBgn0052280",TRUE,FALSE,"3L",3165181,3169080,"+",3900
"CG32278","CG32278","FBgn0052278",TRUE,FALSE,"3L",3169286,3171767,"+",2482
"CG32281","CG32281","FBgn0052281",TRUE,FALSE,"3L",3169375,3170913,"+",1539
"CG14963","CG14963","FBgn0035409",FALSE,FALSE,"3L",3171614,3172545,"-",932
"MnM","CG14964","FBgn0035410",FALSE,FALSE,"3L",3172817,3178580,"-",5764
"Girdin","CG12734","FBgn0283724",TRUE,FALSE,"3L",3178930,3185287,"+",6358
"CG42494","CG42494","FBgn0260026",TRUE,FALSE,"3L",3184404,3186549,"+",2146
"CG32284","CG32284","FBgn0052284",FALSE,FALSE,"3L",3186664,3187245,"+",582
"CG14957","CG14957","FBgn0035412",FALSE,FALSE,"3L",3187563,3188106,"+",544
"CG42525","CG42525","FBgn0260430",FALSE,FALSE,"3L",3188025,3189747,"-",1723
"CG14958","CG14958","FBgn0035413",TRUE,FALSE,"3L",3189978,3190623,"+",646
"CG14965","CG14965","FBgn0035414",TRUE,FALSE,"3L",3190622,3192491,"-",1870
"Hsp83","CG1242","FBgn0001233",TRUE,FALSE,"3L",3192969,3197059,"+",4091
"CG14966","CG14966","FBgn0035415",TRUE,FALSE,"3L",3197045,3197631,"-",587
"CG32276","CG32276","FBgn0047135",TRUE,FALSE,"3L",3197863,3199047,"-",1185
"gry","CG17569","FBgn0286567",TRUE,FALSE,"3L",3199090,3211348,"+",12259
"CG32271","CG32271","FBgn0052271",FALSE,FALSE,"3L",3202238,3203162,"-",925
"CG33159","CG33159","FBgn0053159",FALSE,FALSE,"3L",3203675,3204448,"-",774
"CG32277","CG32277","FBgn0052277",FALSE,FALSE,"3L",3204600,3205449,"-",850
"CG33160","CG33160","FBgn0053160",FALSE,FALSE,"3L",3205539,3206363,"-",825
"CG32270","CG32270","FBgn0052270",FALSE,FALSE,"3L",3206949,3208985,"-",2037
"CG32269","CG32269","FBgn0052269",FALSE,FALSE,"3L",3206949,3208985,"-",2037
"hob","CG14967","FBgn0035420",TRUE,FALSE,"3L",3210992,3218920,"-",7929
"nSMase","CG12034","FBgn0035421",TRUE,FALSE,"3L",3219156,3220925,"+",1770
"RpL28","CG12740","FBgn0035422",TRUE,FALSE,"3L",3220911,3222960,"-",2050
"snoRNA:Or-CD12","CR34697","FBgn0086068",FALSE,FALSE,"3L",3221350,3221427,"-",78
"snoRNA:Me28S-C3351","CR34698","FBgn0086069",FALSE,FALSE,"3L",3221771,3221847,"-",77
"snoRNA:Or-CD11c","CR34699","FBgn0086070",FALSE,FALSE,"3L",3222050,3222116,"-",67
"snoRNA:Or-CD11b","CR34700","FBgn0086071",FALSE,FALSE,"3L",3222263,3222329,"-",67
"snoRNA:Or-CD11a","CR34701","FBgn0086072",FALSE,FALSE,"3L",3222475,3222541,"-",67
"eIF1","CG17737","FBgn0035423",TRUE,FALSE,"3L",3223341,3224650,"+",1310
"Larp4B","CG11505","FBgn0035424",TRUE,FALSE,"3L",3224838,3236604,"+",11767
"CG17746","CG17746","FBgn0035425",TRUE,FALSE,"3L",3236805,3239578,"-",2774
"CG12078","CG12078","FBgn0035426",TRUE,FALSE,"3L",3243274,3244294,"-",1021
"lncRNA:CR45424","CR45424","FBgn0266973",TRUE,FALSE,"3L",3244906,3245340,"+",435
"CG43389","CG43389","FBgn0263246",FALSE,FALSE,"3L",3248015,3249044,"+",1030
"lncRNA:CR43626","CR43626","FBgn0263617",TRUE,FALSE,"3L",3249340,3254504,"+",5165
"mir-282","CR42880","FBgn0262368",FALSE,FALSE,"3L",3251022,3251118,"+",97
"ckd","CG14959","FBgn0035427",TRUE,FALSE,"3L",3257878,3268184,"+",10307
"CG34265","CG34265","FBgn0085294",FALSE,FALSE,"3L",3268461,3268994,"+",534
"CG14960","CG14960","FBgn0035428",FALSE,FALSE,"3L",3271036,3276255,"+",5220
"CG12017","CG12017","FBgn0035429",TRUE,FALSE,"3L",3280239,3290896,"+",10658
"CG12009","CG12009","FBgn0035430",FALSE,FALSE,"3L",3291459,3299000,"+",7542
"mir-955","CR42976","FBgn0262269",FALSE,FALSE,"3L",3299055,3299151,"+",97
"CG14968","CG14968","FBgn0035431",TRUE,FALSE,"3L",3299336,3303112,"-",3777
"ZnT63C","CG17723","FBgn0035432",TRUE,FALSE,"3L",3303708,3314009,"+",10302
"Drsl2","CG32279","FBgn0052279",FALSE,FALSE,"3L",3314349,3314681,"+",333
"Drsl3","CG32283","FBgn0052283",FALSE,FALSE,"3L",3314996,3315355,"+",360
"Drsl4","CG32282","FBgn0052282",FALSE,FALSE,"3L",3315620,3315942,"+",323
"Drsl5","CG10812","FBgn0035434",FALSE,FALSE,"3L",3316781,3317144,"+",364
"PIG-C","CG12077","FBgn0035435",TRUE,FALSE,"3L",3318028,3319232,"-",1205
"Dpm2","CG42456","FBgn0259933",FALSE,FALSE,"3L",3319555,3322489,"+",2935
"CG12016","CG12016","FBgn0035436",FALSE,FALSE,"3L",3319555,3322489,"+",2935
"Strip","CG11526","FBgn0035437",TRUE,FALSE,"3L",3322025,3328871,"-",6847
"Gtpx","CG12013","FBgn0035438",TRUE,FALSE,"3L",3326265,3328626,"+",2362
"lncRNA:CR45380","CR45380","FBgn0266929",FALSE,FALSE,"3L",3329281,3329597,"+",317
"CG14961","CG14961","FBgn0035439",TRUE,FALSE,"3L",3330063,3333181,"+",3119
"CG14969","CG14969","FBgn0035440",TRUE,FALSE,"3L",3333119,3334978,"-",1860
"Drsl1","CG32274","FBgn0052274",FALSE,FALSE,"3L",3335579,3335788,"-",210
"Drsl6","CG32268","FBgn0052268",FALSE,FALSE,"3L",3336032,3336418,"-",387
"kst","CG12008","FBgn0004167",TRUE,FALSE,"3L",3336860,3368133,"+",31274
"Drs","CG10810","FBgn0283461",TRUE,FALSE,"3L",3369556,3369942,"+",387
"Ythdc1","CG12076","FBgn0027616",TRUE,FALSE,"3L",3370451,3374170,"-",3720
"CG12010","CG12010","FBgn0035443",TRUE,FALSE,"3L",3374282,3376649,"+",2368
"CG12012","CG12012","FBgn0035444",TRUE,FALSE,"3L",3376757,3377992,"+",1236
"Ids","CG12014","FBgn0035445",TRUE,FALSE,"3L",3378268,3380083,"+",1816
"lncRNA:CR45737","CR45737","FBgn0267301",FALSE,FALSE,"3L",3394088,3394607,"+",520
"sty","CG1921","FBgn0014388",TRUE,FALSE,"3L",3401153,3424935,"-",23783
"mir-2282","CR42967","FBgn0262260",FALSE,FALSE,"3L",3412145,3412251,"-",107
"eIF5B","CG10840","FBgn0026259",TRUE,FALSE,"3L",3428658,3460977,"-",32320
"CG46463","CG46463","FBgn0287594",FALSE,FALSE,"3L",3461315,3466314,"+",5000
"armi","CG11513","FBgn0041164",FALSE,FALSE,"3L",3461317,3466314,"+",4998
"CycJ","CG10308","FBgn0010317",TRUE,FALSE,"3L",3466428,3468098,"+",1671
"CG14971","CG14971","FBgn0035449",TRUE,FALSE,"3L",3468023,3471309,"-",3287
"CG32267","CG32267","FBgn0052267",TRUE,FALSE,"3L",3471555,3472113,"-",559
"CG42324","CG42324","FBgn0259224",TRUE,FALSE,"3L",3472447,3510895,"+",38449
"CG43074","CG43074","FBgn0262484",FALSE,FALSE,"3L",3483832,3484653,"-",822
"ImpE2","CG1934","FBgn0001254",FALSE,FALSE,"3L",3510974,3512681,"-",1708
"Eip63E","CG10579","FBgn0005640",TRUE,FALSE,"3L",3515751,3610521,"+",94771
"lncRNA:CR45043","CR45043","FBgn0266403",TRUE,FALSE,"3L",3522850,3523620,"-",771
"lncRNA:CR45820","CR45820","FBgn0267470",TRUE,FALSE,"3L",3555631,3556299,"-",669
"snRNA:U7","CR33504","FBgn0053504",TRUE,FALSE,"3L",3593823,3593893,"+",71
"CG10359","CG10359","FBgn0035452",TRUE,FALSE,"3L",3612192,3615244,"+",3053
"CG10357","CG10357","FBgn0035453",FALSE,FALSE,"3L",3615382,3616682,"+",1301
"CG14974","CG14974","FBgn0040694",TRUE,FALSE,"3L",3620433,3621032,"-",600
"dar1","CG12029","FBgn0263239",FALSE,FALSE,"3L",3626352,3653442,"+",27091
"CG10862","CG10862","FBgn0035455",TRUE,FALSE,"3L",3653405,3654771,"-",1367
"CG43098","CG43098","FBgn0262544",TRUE,FALSE,"3L",3659068,3659724,"+",657
"lncRNA:CR43484","CR43484","FBgn0263495",TRUE,FALSE,"3L",3688786,3689409,"+",624
"lncRNA:CR43485","CR43485","FBgn0263496",TRUE,FALSE,"3L",3693752,3694227,"-",476
"lncRNA:CR45675","CR45675","FBgn0267235",TRUE,FALSE,"3L",3708563,3708997,"+",435
"CG43089","CG43089","FBgn0262535",TRUE,FALSE,"3L",3714027,3714717,"+",691
"CG32264","CG32264","FBgn0052264",TRUE,FALSE,"3L",3714826,3806459,"-",91634
"ppk27","CG10858","FBgn0035458",FALSE,FALSE,"3L",3753693,3755201,"-",1509
"CG32266","CG32266","FBgn0052266",FALSE,FALSE,"3L",3790804,3791560,"+",757
"ntc","CG10855","FBgn0035461",TRUE,FALSE,"3L",3803832,3806459,"-",2628
"IntS10","CG1120","FBgn0035462",TRUE,FALSE,"3L",3806710,3809090,"+",2381
"CG32262","CG32262","FBgn0052262",TRUE,FALSE,"3L",3809146,3810196,"-",1051
"CG32263","CG32263","FBgn0052263",TRUE,FALSE,"3L",3810312,3811114,"-",803
"PIG-B","CG12006","FBgn0035464",TRUE,FALSE,"3L",3811263,3813958,"+",2696
"Scsalpha1","CG1065","FBgn0004888",TRUE,FALSE,"3L",3814211,3818383,"+",4173
"lncRNA:CR43932","CR43932","FBgn0264553",FALSE,FALSE,"3L",3814698,3815240,"-",543
"lncRNA:CR45034","CR45034","FBgn0266394",FALSE,FALSE,"3L",3815442,3815758,"-",317
"Acp63F","CG10852","FBgn0015585",TRUE,FALSE,"3L",3815839,3816354,"-",516
"enc","CG10847","FBgn0004875",TRUE,FALSE,"3L",3818679,3842326,"+",23648
"Rdh","CG14975","FBgn0064227",TRUE,FALSE,"3L",3825449,3828525,"+",3077
"Awh","CG1072","FBgn0013751",TRUE,FALSE,"3L",3846206,3861692,"+",15487
"lncRNA:CR45379","CR45379","FBgn0266928",FALSE,FALSE,"3L",3863704,3864424,"-",721
"lncRNA:CR43917","CR43917","FBgn0264518",FALSE,FALSE,"3L",3884481,3884801,"-",321
"lncRNA:CR45422","CR45422","FBgn0266971",TRUE,FALSE,"3L",3891646,3891963,"-",318
"Fie","CG1079","FBgn0026592",TRUE,FALSE,"3L",3892574,3894833,"+",2260
"snRNA:U11","CR34151","FBgn0083987",TRUE,FALSE,"3L",3893056,3893330,"-",275
"Gr63a","CG14979","FBgn0035468",FALSE,FALSE,"3L",3894999,3896603,"-",1605
"Lamtor4","CG14977","FBgn0035469",TRUE,FALSE,"3L",3896900,3897498,"+",599
"Ccz1","CG14980","FBgn0035470",TRUE,FALSE,"3L",3897444,3899156,"-",1713
"Ubi-p63E","CG11624","FBgn0003943",TRUE,FALSE,"3L",3899259,3903184,"-",3926
"Sc2","CG10849","FBgn0035471",TRUE,FALSE,"3L",3903492,3905035,"+",1544
"ida","CG10850","FBgn0041147",TRUE,FALSE,"3L",3905344,3907813,"+",2470
"mge","CG14981","FBgn0035473",TRUE,FALSE,"3L",3907852,3909931,"-",2080
"Eip63F-1","CG15855","FBgn0004910",TRUE,FALSE,"3L",3909973,3935617,"-",25645
"asRNA:Eig63F-2","CR32265","FBgn0004911",FALSE,FALSE,"3L",3934718,3935992,"+",1275
"CG10866","CG10866","FBgn0035475",TRUE,FALSE,"3L",3936060,3937992,"-",1933
"CG12766","CG12766","FBgn0035476",FALSE,FALSE,"3L",3938624,3940125,"-",1502
"asRNA:CR43916","CR43916","FBgn0264517",TRUE,FALSE,"3L",3940519,3941301,"+",783
"CG10863","CG10863","FBgn0027552",TRUE,FALSE,"3L",3941008,3942465,"-",1458
"CG14982","CG14982","FBgn0035477",FALSE,FALSE,"3L",3942710,3947278,"+",4569
"CG10853","CG10853","FBgn0035478",FALSE,FALSE,"3L",3947891,3948687,"+",797
"CG14983","CG14983","FBgn0035479",TRUE,FALSE,"3L",3948699,3949305,"-",607
"CG14984","CG14984","FBgn0035480",TRUE,FALSE,"3L",3951193,3952550,"-",1358
"CG12605","CG12605","FBgn0035481",TRUE,FALSE,"3L",3954251,3964771,"-",10521
"CG43915","CG43915","FBgn0264516",TRUE,FALSE,"3L",3972899,3973784,"+",886
"scrt","CG1130","FBgn0004880",TRUE,FALSE,"3L",3983896,3994003,"+",10108
"CG14985","CG14985","FBgn0035482",TRUE,FALSE,"3L",4003474,4006626,"+",3153
"FoxL1","CG1132","FBgn0004895",FALSE,FALSE,"3L",4018878,4021279,"+",2402
"Mul1","CG1134","FBgn0035483",TRUE,FALSE,"3L",4021457,4023501,"+",2045
"CG11594","CG11594","FBgn0035484",TRUE,FALSE,"3L",4022700,4026011,"-",3312
"Gr64a","CG32261","FBgn0045479",FALSE,FALSE,"3L",4026769,4028600,"+",1832
"Gr64b","CG32257","FBgn0045478",FALSE,FALSE,"3L",4028605,4032032,"+",3428
"Gr64c","CG32256","FBgn0045477",FALSE,FALSE,"3L",4028605,4032032,"+",3428
"Gr64d","CG14987","FBgn0035486",FALSE,FALSE,"3L",4032062,4035703,"+",3642
"Gr64e","CG32258","FBgn0045476",FALSE,FALSE,"3L",4032141,4035703,"+",3563
"asRNA:CR45042","CR45042","FBgn0266402",TRUE,FALSE,"3L",4034030,4034750,"-",721
"Gr64f","CG32255","FBgn0052255",FALSE,FALSE,"3L",4035799,4037575,"+",1777
"CG11593","CG11593","FBgn0035488",TRUE,FALSE,"3L",4037523,4040482,"-",2960
"Rcd5","CG1135","FBgn0263832",TRUE,FALSE,"3L",4040529,4042597,"+",2069
"CG1136","CG1136","FBgn0035490",TRUE,FALSE,"3L",4046596,4059660,"+",13065
"Dpy-30L2","CG11591","FBgn0035491",TRUE,FALSE,"3L",4046988,4047735,"-",748
"Ugt305A1","CG18869","FBgn0042179",TRUE,FALSE,"3L",4059770,4061923,"+",2154
"dib","CG12028","FBgn0000449",FALSE,FALSE,"3L",4062292,4064551,"+",2260
"wit","CG10776","FBgn0024179",TRUE,FALSE,"3L",4064152,4071717,"-",7566
"CG32259","CG32259","FBgn0052259",TRUE,FALSE,"3L",4069369,4070281,"+",913
"Faa","CG14993","FBgn0016013",TRUE,FALSE,"3L",4072032,4073954,"-",1923
"Gad1","CG14994","FBgn0004516",FALSE,FALSE,"3L",4074077,4088744,"-",14668
"CG14989","CG14989","FBgn0035495",FALSE,FALSE,"3L",4087581,4092706,"+",5126
"CG14990","CG14990","FBgn0035496",TRUE,FALSE,"3L",4093207,4094344,"+",1138
"CG14995","CG14995","FBgn0035497",TRUE,FALSE,"3L",4094343,4103256,"-",8914
"Fit1","CG14991","FBgn0035498",TRUE,FALSE,"3L",4103564,4107116,"+",3553
"lncRNA:CR45670","CR45670","FBgn0267230",FALSE,FALSE,"3L",4107143,4107470,"-",328
"Ack","CG14992","FBgn0028484",TRUE,FALSE,"3L",4108186,4114157,"+",5972
"Chd64","CG14996","FBgn0035499",TRUE,FALSE,"3L",4114289,4122388,"-",8100
"ens","CG14998","FBgn0264693",TRUE,FALSE,"3L",4122907,4134550,"-",11644
"RfC4","CG14999","FBgn0260985",TRUE,FALSE,"3L",4134860,4136038,"-",1179
"Rop","CG15811","FBgn0004574",TRUE,FALSE,"3L",4136359,4138996,"-",2638
"Ras64B","CG1167","FBgn0003206",TRUE,FALSE,"3L",4139076,4141398,"+",2323
"Akh","CG1171","FBgn0004552",FALSE,FALSE,"3L",4141467,4142070,"+",604
"CG32260","CG32260","FBgn0052260",FALSE,FALSE,"3L",4142364,4145966,"+",3603
"CG1299","CG1299","FBgn0035501",FALSE,FALSE,"3L",4148696,4152473,"+",3778
"nab","CG33545","FBgn0259986",FALSE,FALSE,"3L",4153618,4160932,"-",7315
"mas","CG15002","FBgn0011653",FALSE,FALSE,"3L",4161666,4167464,"-",5799
"lncRNA:CR44529","CR44529","FBgn0265722",FALSE,FALSE,"3L",4168239,4168846,"-",608
"Ero1L","CG1333","FBgn0261274",TRUE,FALSE,"3L",4170404,4173789,"+",3386
"CG18675","CG18675","FBgn0040696",TRUE,FALSE,"3L",4173884,4192968,"+",19085
"Teh4","CG15003","FBgn0035504",TRUE,FALSE,"3L",4174859,4178270,"-",3412
"Teh2","CG15004","FBgn0035505",TRUE,FALSE,"3L",4178980,4188023,"-",9044
"Teh3","CG18676","FBgn0040697",FALSE,FALSE,"3L",4182645,4184663,"-",2019
"VhaM9.7-c","CG11589","FBgn0028664",TRUE,FALSE,"3L",4186018,4186865,"-",848
"tipE","CG1232","FBgn0003710",TRUE,FALSE,"3L",4188499,4193788,"+",5290
"CG43367","CG43367","FBgn0263110",TRUE,FALSE,"3L",4193993,4224003,"+",30011
"CG15005","CG15005","FBgn0035508",FALSE,FALSE,"3L",4200825,4204339,"-",3515
"Cpr64Aa","CG15006","FBgn0035510",FALSE,FALSE,"3L",4207838,4209178,"-",1341
"Cpr64Ab","CG15007","FBgn0035511",FALSE,FALSE,"3L",4210880,4211540,"-",661
"Cpr64Ac","CG15008","FBgn0035512",FALSE,FALSE,"3L",4211964,4212915,"-",952
"Cpr64Ad","CG1259","FBgn0035513",FALSE,FALSE,"3L",4215379,4216414,"+",1036
"asRNA:CR32252","CR32252","FBgn0052252",TRUE,FALSE,"3L",4221704,4222734,"-",1031
"ImpL2","CG15009","FBgn0001257",TRUE,FALSE,"3L",4224006,4236147,"-",12142
"CG46460","CG46460","FBgn0287590",FALSE,FALSE,"3L",4224710,4227302,"-",2593
"asRNA:CR45738","CR45738","FBgn0267302",FALSE,FALSE,"3L",4240069,4240505,"-",437
"CG14997","CG14997","FBgn0035515",TRUE,FALSE,"3L",4240173,4242603,"+",2431
"pav","CG1258","FBgn0011692",TRUE,FALSE,"3L",4242734,4246233,"+",3500
"ago","CG15010","FBgn0041171",TRUE,FALSE,"3L",4246343,4254306,"-",7964
"CG1265","CG1265","FBgn0035517",TRUE,FALSE,"3L",4254776,4256053,"+",1278
"CG15011","CG15011","FBgn0035518",TRUE,FALSE,"3L",4255991,4259152,"-",3162
"CG1309","CG1309","FBgn0035519",TRUE,FALSE,"3L",4259430,4261643,"+",2214
"CG11586","CG11586","FBgn0035520",TRUE,FALSE,"3L",4261297,4262470,"-",1174
"VhaM9.7-a","CG1268","FBgn0035521",TRUE,FALSE,"3L",4262705,4263464,"+",760
"CG1273","CG1273","FBgn0035522",FALSE,FALSE,"3L",4263719,4277778,"+",14060
"CG33764","CG33764","FBgn0053764",FALSE,FALSE,"3L",4266789,4267503,"-",715
"Ctl1","CG1311","FBgn0035523",TRUE,FALSE,"3L",4277962,4281585,"+",3624
"CG11583","CG11583","FBgn0035524",TRUE,FALSE,"3L",4281504,4282817,"-",1314
"srw","CG11582","FBgn0261952",FALSE,FALSE,"3L",4282956,4283478,"-",523
"CG1316","CG1316","FBgn0035526",TRUE,FALSE,"3L",4283851,4286865,"+",3015
"TfIIEbeta","CG1276","FBgn0015829",TRUE,FALSE,"3L",4287038,4288349,"+",1312
"Hexo1","CG1318","FBgn0041630",TRUE,FALSE,"3L",4288641,4291211,"+",2571
"CG15012","CG15012","FBgn0035528",TRUE,FALSE,"3L",4291208,4292246,"-",1039
"Fdx2","CG1319","FBgn0035529",TRUE,FALSE,"3L",4292482,4293432,"+",951
"dyl","CG15013","FBgn0066365",FALSE,FALSE,"3L",4294004,4307718,"-",13715
"Claspin","CG32251","FBgn0052251",TRUE,FALSE,"3L",4313483,4318608,"+",5126
"PMP34","CG32250","FBgn0052250",TRUE,FALSE,"3L",4318755,4321109,"+",2355
"CG15014","CG15014","FBgn0035532",TRUE,FALSE,"3L",4321105,4322259,"-",1155
"Cip4","CG15015","FBgn0035533",TRUE,FALSE,"3L",4322491,4364102,"-",41612
"lncRNA:CR45156","CR45156","FBgn0266649",FALSE,FALSE,"3L",4345801,4347801,"+",2001
"mRpS6","CG15016","FBgn0035534",TRUE,FALSE,"3L",4364550,4365243,"+",694
"CG33514","CG33514","FBgn0053514",TRUE,FALSE,"3L",4365434,4366671,"+",1238
"CG11342","CG11342","FBgn0035537",TRUE,FALSE,"3L",4366494,4367458,"-",965
"DopEcR","CG18314","FBgn0035538",TRUE,FALSE,"3L",4367649,4380387,"-",12739
"lncRNA:CR44360","CR44360","FBgn0265467",TRUE,FALSE,"3L",4377368,4377999,"-",632
"CG32240","CG32240","FBgn0052240",TRUE,FALSE,"3L",4380864,4381629,"-",766
"slow","CG7447","FBgn0035539",TRUE,FALSE,"3L",4384442,4403181,"+",18740
"Syx17","CG7452","FBgn0035540",TRUE,FALSE,"3L",4403487,4405168,"+",1682
"CG15019","CG15019","FBgn0035541",TRUE,FALSE,"3L",4405127,4406059,"-",933
"DOR","CG11347","FBgn0035542",TRUE,FALSE,"3L",4406943,4420648,"+",13706
"CG15020","CG15020","FBgn0035543",FALSE,FALSE,"3L",4421662,4426621,"+",4960
"nAChRbeta1","CG11348","FBgn0000038",TRUE,FALSE,"3L",4429349,4435993,"+",6645
"CG15021","CG15021","FBgn0035544",FALSE,FALSE,"3L",4436721,4438311,"+",1591
"lncRNA:CR45739","CR45739","FBgn0267303",FALSE,FALSE,"3L",4445996,4446395,"-",400
"CG12607","CG12607","FBgn0035545",FALSE,FALSE,"3L",4446573,4448072,"+",1500
"CG11345","CG11345","FBgn0035546",FALSE,FALSE,"3L",4457177,4458163,"-",987
"CG15022","CG15022","FBgn0035547",FALSE,FALSE,"3L",4459193,4460317,"-",1125
"CG15023","CG15023","FBgn0035548",FALSE,FALSE,"3L",4460622,4461504,"-",883
"CG15024","CG15024","FBgn0040699",FALSE,FALSE,"3L",4462974,4463823,"-",850
"CG32241","CG32241","FBgn0052241",FALSE,FALSE,"3L",4465105,4466630,"-",1526
"CG32249","CG32249","FBgn0052249",FALSE,FALSE,"3L",4470001,4471012,"+",1012
"CG32248","CG32248","FBgn0052248",FALSE,FALSE,"3L",4471749,4472438,"+",690
"CG11349","CG11349","FBgn0035550",FALSE,FALSE,"3L",4473068,4475095,"+",2028
"CG7465","CG7465","FBgn0035551",FALSE,FALSE,"3L",4480283,4481487,"+",1205
"CG11350","CG11350","FBgn0035552",FALSE,FALSE,"3L",4482809,4484370,"+",1562
"CG13722","CG13722","FBgn0035553",FALSE,FALSE,"3L",4485159,4490963,"-",5805
"lncRNA:CR44709","CR44709","FBgn0265920",FALSE,FALSE,"3L",4493734,4495215,"-",1482
"CG13721","CG13721","FBgn0035554",FALSE,FALSE,"3L",4496883,4497777,"-",895
"CG13720","CG13720","FBgn0035555",FALSE,FALSE,"3L",4498856,4500500,"-",1645
"NT1","CG42576","FBgn0261526",FALSE,FALSE,"3L",4501652,4508433,"-",6782
"Tie","CG7525","FBgn0014073",TRUE,FALSE,"3L",4510698,4532145,"-",21448
"CG11353","CG11353","FBgn0035557",TRUE,FALSE,"3L",4533170,4539270,"+",6101
"CG32243","CG32243","FBgn0052243",TRUE,FALSE,"3L",4539302,4541244,"-",1943
"CG11357","CG11357","FBgn0035558",TRUE,FALSE,"3L",4542051,4553457,"+",11407
"CG33777","CG33777","FBgn0053777",FALSE,FALSE,"3L",4554537,4555236,"-",700
"CG42540","CG42540","FBgn0260657",TRUE,FALSE,"3L",4556087,4592295,"+",36209
"Src64B","CG7524","FBgn0262733",TRUE,FALSE,"3L",4592447,4626196,"-",33750
"CG32246","CG32246","FBgn0052246",TRUE,FALSE,"3L",4621219,4622985,"+",1767
"lncRNA:CR45438","CR45438","FBgn0266987",TRUE,FALSE,"3L",4626602,4626903,"-",302
"HDAC1","CG7471","FBgn0015805",TRUE,FALSE,"3L",4626734,4629467,"+",2734
"axo","CG43225","FBgn0262870",TRUE,FALSE,"3L",4629604,4687317,"-",57714
"CG13716","CG13716","FBgn0035563",FALSE,FALSE,"3L",4634436,4634789,"-",354
"TTLL1B","CG32238","FBgn0052238",TRUE,FALSE,"3L",4648276,4650305,"+",2030
"asRNA:CR45830","CR45830","FBgn0267480",FALSE,FALSE,"3L",4655405,4656330,"+",926
"CG32236","CG32236","FBgn0046793",TRUE,FALSE,"3L",4665927,4667389,"-",1463
"CG34266","CG34266","FBgn0085295",FALSE,FALSE,"3L",4677832,4678233,"+",402
"CG7514","CG7514","FBgn0035567",TRUE,FALSE,"3L",4687587,4688774,"-",1188
"CG18418","CG18418","FBgn0035568",TRUE,FALSE,"3L",4688929,4690070,"-",1142
"RhoGEF64C","CG32239","FBgn0035574",TRUE,FALSE,"3L",4692783,4796253,"+",103471
"CG15876","CG15876","FBgn0035569",TRUE,FALSE,"3L",4694205,4694845,"-",641
"CG13713","CG13713","FBgn0042199",FALSE,FALSE,"3L",4697601,4698058,"+",458
"lncRNA:CR43879","CR43879","FBgn0264471",FALSE,FALSE,"3L",4703378,4703979,"+",602
"CG13712","CG13712","FBgn0035570",FALSE,FALSE,"3L",4709209,4709890,"-",682
